City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,ribeira grande,38.5167,-28.7,16.22,82,20,4.12,PT,1715236690
294,lincoln city,44.9582,-124.0179,10.39,92,14,0.89,US,1715236691
295,seryshevo,51.0933,128.3786,14.56,18,6,8.73,RU,1715236692
296,howard springs,-12.497,131.047,33.32,65,73,2.04,AU,1715236692
297,phibun mangsahan,15.2447,105.2291,35.99,30,20,1.67,TH,1715236693
298,sarangani,5.4033,125.4636,28.86,74,94,7.55,PH,1715236694
299,al jawf,29.5,38.75,27.06,12,0,8.32,SA,1715236695
300,volodarskiy,46.4013,48.5409,14.97,24,15,3.81,RU,1715236696
301,gadzhiyevo,69.2551,33.3362,-1.44,85,94,2.04,RU,1715236696
302,rundu,-17.9333,19.7667,22.78,25,0,4.04,NA,1715236697
303,tari,12.4086,4.4914,33.26,41,69,4.36,NG,1715236698
304,sulechow,52.0836,15.6251,13.17,58,0,0.0,PL,1715236699
305,enriquillo,17.9,-71.2333,24.11,89,43,3.98,DO,1715236699
306,kone,-21.0595,164.8658,21.86,63,33,2.06,NC,1715236700
307,palmerston north,-40.35,175.6167,5.99,68,1,1.96,NZ,1715236701
308,mana,5.6592,-53.7767,26.18,85,92,4.65,GF,1715236702
309,east london,-33.0153,27.9116,18.52,100,20,1.03,ZA,1715236702
310,pariaman,-0.619,100.12,33.03,71,23,3.92,ID,1715236703
311,rawson,-43.3002,-65.1023,7.51,52,0,3.35,AR,1715236704
312,znamenskoye,57.1281,73.8282,16.55,51,100,7.43,RU,1715236706
313,sabang,5.8933,95.3214,29.91,70,100,3.5,ID,1715236706
314,nguigmi,14.2495,13.1092,32.22,22,16,5.26,NE,1715236707
315,quatre cocos,-20.2078,57.7625,26.06,66,100,9.24,MU,1715236708
316,usogorsk,63.4106,48.6872,0.93,98,100,3.0,RU,1715236709
317,zheleznogorsk,52.331,35.3711,4.27,37,9,4.62,RU,1715236709
318,cochrane,51.1834,-114.4687,8.04,66,0,1.03,CA,1715236399
319,ebon,4.582,168.6964,28.67,78,50,4.49,MH,1715236711
320,saipan,15.1355,145.701,29.39,79,40,6.17,MP,1715236712
321,coalinga,36.1397,-120.3602,14.14,43,0,1.73,US,1715236712
322,atherton,53.5237,-2.4935,14.01,81,22,1.51,GB,1715236713
323,mata-utu,-13.2816,-176.1745,28.18,81,100,3.92,WF,1715236714
324,castillos,-34.1667,-53.8333,8.8,75,0,3.06,UY,1715236715
325,gutao,37.2025,112.1781,28.81,29,42,3.78,CN,1715236715
326,ak-suu,42.4995,78.527,22.01,34,2,3.05,KG,1715236716
327,masterton,-40.9597,175.6575,7.28,66,47,2.72,NZ,1715236717
328,hamilton,39.1834,-84.5333,20.14,87,0,4.47,US,1715236674
329,jumla,29.2747,82.1838,17.22,53,97,2.95,NP,1715236718
330,kondoa,-4.9,35.7833,20.66,66,100,3.36,TZ,1715236719
331,aksuat,48.7167,83.7,23.96,29,0,1.7,KZ,1715236720
332,neryungri,56.6709,124.6491,0.1,84,94,3.47,RU,1715236721
333,arkalyk,50.2486,66.9114,23.11,39,4,8.43,KZ,1715236721
334,plastun,44.7561,136.2939,15.31,54,97,1.45,RU,1715236722
335,kailua-kona,19.6406,-155.9956,25.98,90,40,5.14,US,1715236723
336,notodden,59.5594,9.2585,12.22,81,100,1.58,NO,1715236724
337,kramfors,62.9316,17.7765,3.89,75,100,5.14,SE,1715236724
338,asaita,11.5636,41.4394,33.93,40,20,0.96,ET,1715236725
339,itapirapua,-15.8233,-50.6133,19.7,67,4,1.82,BR,1715236726
340,karratha,-20.7377,116.8463,29.21,31,1,6.04,AU,1715236727
341,nekrasovskoye,57.6766,40.3657,0.0,83,100,3.0,RU,1715236728
342,coquimbo,-29.9533,-71.3436,11.85,87,0,3.09,CL,1715236728
343,remire-montjoly,4.9167,-52.2667,26.02,100,100,0.51,GF,1715236729
344,selfoss,63.9331,-20.9971,0.02,71,100,1.33,IS,1715236730
345,lazaro cardenas,17.9583,-102.2,22.95,86,18,1.51,MX,1715236730
346,zeya,53.75,127.2667,11.38,28,92,6.2,RU,1715236731
347,mejit,10.2753,170.8646,27.51,83,100,8.9,MH,1715236732
348,kotwa,25.0167,81.3167,40.71,18,19,2.12,IN,1715236733
349,vilhena,-12.7406,-60.1458,23.35,74,58,0.97,BR,1715236734
350,aras-asan,8.8908,126.3033,29.18,70,99,3.11,PH,1715236734
351,bel ombre,-4.6167,55.4167,28.91,79,40,5.14,SC,1715236735
352,veseli nad luznici,49.1843,14.6973,13.6,63,5,2.49,CZ,1715236736
353,carora,10.1755,-70.0827,25.87,72,99,1.19,VE,1715236737
354,sur,22.5667,59.5289,35.39,40,0,3.31,OM,1715236738
355,tubbergen,52.4,6.7667,14.67,96,79,1.06,NL,1715236739
356,pionerskiy,54.9508,20.2275,8.91,77,100,5.58,RU,1715236740
357,narrabri,-30.3167,149.7833,22.51,53,100,0.45,AU,1715236740
358,xilin hot,43.9667,116.0333,28.49,14,100,9.26,CN,1715236741
359,northam,51.0333,-4.2167,10.9,96,100,2.16,GB,1715236742
360,san antonio de pale,-1.4014,5.6325,27.3,84,97,5.18,GQ,1715236743
361,port macquarie,-31.4333,152.9167,17.16,76,39,3.8,AU,1715236744
362,halabjah,35.1778,45.9861,19.64,38,0,1.75,IQ,1715236745
363,suva reka,42.3586,20.825,16.69,94,100,2.7,XK,1715236745
364,seydi,39.4816,62.9137,20.94,48,100,5.52,TM,1715236746
365,nassau village-ratliff,30.5111,-81.8093,26.1,82,20,2.06,US,1715236747
366,kiama,-34.6833,150.8667,18.1,89,28,2.0,AU,1715236748
367,winchester,51.0651,-1.3187,12.05,94,20,0.51,GB,1715236749
368,port blair,11.6667,92.75,34.02,62,40,4.12,IN,1715236749
369,tobruk,32.0836,23.9764,23.07,43,48,7.48,LY,1715236750
370,mount gambier,-37.8333,140.7667,16.0,58,26,2.06,AU,1715236648
371,gisborne,-38.6533,178.0042,11.18,65,100,11.22,NZ,1715236752
372,lutsk,50.7593,25.3424,11.79,63,99,3.04,UA,1715236752
373,balabac,7.9868,117.0645,31.09,61,38,1.93,PH,1715236753
374,dieppe,49.75,1.1667,9.1,85,77,2.12,FR,1715236754
375,okhotsk,59.3833,143.3,1.1,80,100,3.24,RU,1715236755
376,scottsdale,33.5092,-111.899,23.5,13,0,4.02,US,1715236567
377,fortaleza,-3.7227,-38.5247,28.07,83,40,2.06,BR,1715236756
378,taulaga,-11.0553,-171.0883,29.03,74,100,4.04,AS,1715236758
379,acarau,-2.8856,-40.12,24.9,92,23,4.24,BR,1715236561
380,mungaa,-4.9667,34.8833,19.48,67,97,5.71,TZ,1715236759
381,margate,51.3813,1.3862,10.49,94,99,2.7,GB,1715236760
382,uba,-21.12,-42.9428,18.55,91,0,1.25,BR,1715236761
383,jincheng,35.5022,112.8328,27.38,30,1,5.08,CN,1715236522
384,villanueva,15.3167,-88.0,27.55,94,40,1.54,HN,1715236762
385,buckeye,33.3703,-112.5838,23.43,10,0,3.8,US,1715236763
386,alesund,62.4723,6.1549,11.67,76,75,5.66,NO,1715236703
387,taksimo,56.3444,114.8794,14.61,29,33,0.62,RU,1715236764
388,ust'-ilimsk,58.0006,102.6619,3.02,95,100,6.26,RU,1715236765
389,happy valley-goose bay,53.3168,-60.3315,0.17,74,100,3.09,CA,1715236766
390,kaiapoi,-43.3783,172.6401,5.19,78,0,0.0,NZ,1715236767
391,eureka,40.8021,-124.1637,9.96,91,0,0.45,US,1715236767
392,toliara,-23.35,43.6667,28.15,46,0,0.32,MG,1715236768
393,vera,-29.4593,-60.2126,8.33,60,62,3.76,AR,1715236769
394,antalaha,-14.9003,50.2788,24.97,80,100,4.94,MG,1715236770
395,luderitz,-26.6481,15.1594,17.2,66,0,6.1,NA,1715236770
396,guerrero negro,27.9769,-114.0611,14.77,85,0,5.24,MX,1715236771
397,taoudenni,22.6783,-3.9836,31.66,7,16,2.07,ML,1715236772
398,tazacorte,28.629,-17.9293,20.08,31,0,3.58,ES,1715236773
399,ust-nera,64.5667,143.2,5.19,67,100,2.48,RU,1715236774
400,kununurra,-15.7667,128.7333,32.99,31,78,4.63,AU,1715236774
401,san rafael del sur,11.8485,-86.4384,28.54,81,100,3.59,NI,1715236775
402,kayangel,8.0823,134.7173,29.04,73,81,4.63,PW,1715236776
403,bloemhof,-27.6469,25.607,22.04,24,0,4.0,ZA,1715236777
404,dampit,-8.2116,112.7493,28.98,67,94,1.24,ID,1715236777
405,linden,6.0,-58.3,23.84,93,96,0.82,GY,1715236778
406,namibe,-15.1961,12.1522,25.72,58,48,2.99,AO,1715236779
407,spas-demensk,54.4122,34.0226,2.55,34,0,4.56,RU,1715236780
408,barra do corda,-5.5,-45.25,23.0,87,100,1.49,BR,1715236780
409,jilib,0.4883,42.7854,28.97,73,100,3.5,SO,1715236781
410,cockburn town,21.4612,-71.1419,25.19,71,100,6.41,TC,1715236782
411,ponta delgada,37.7333,-25.6667,18.44,82,20,4.12,PT,1715236783
412,rabo de peixe,37.8,-25.5833,17.77,99,20,4.12,PT,1715236784
413,tsiombe,-25.3,45.4833,26.8,51,0,2.85,MG,1715236784
414,sakaraha,-22.9,44.5333,25.75,47,0,2.0,MG,1715236786
415,tuscania,42.4206,11.8712,17.24,81,0,4.63,IT,1715236787
416,magadan,59.5667,150.8,3.07,85,33,1.53,RU,1715236787
417,santo antonio,-6.3106,-35.4789,22.57,96,7,2.74,BR,1715236788
418,kimbe,-5.5502,150.1429,26.38,87,100,2.1,PG,1715236789
419,minot,48.2325,-101.2963,14.06,76,100,3.6,US,1715236624
420,khandud,36.9513,72.318,12.41,42,90,1.58,AF,1715236790
421,walvis bay,-22.9575,14.5053,15.05,88,0,2.06,NA,1715236791
422,shingu,33.7333,135.9833,17.97,38,0,0.9,JP,1715236792
423,tagaw-bay,35.6994,66.0616,17.76,71,100,2.81,AF,1715236793
424,nagqu,31.5,92.0,2.78,74,100,5.37,CN,1715236793
425,tadmur,34.5608,38.2805,22.75,22,100,2.08,SY,1715236794
426,san clemente,33.427,-117.612,16.17,87,0,3.58,US,1715236795
427,cananeia,-25.0147,-47.9267,23.86,66,0,2.3,BR,1715236796
428,male,4.1748,73.5089,31.97,79,75,4.12,MV,1715236796
429,new norfolk,-42.7826,147.0587,13.29,96,34,1.43,AU,1715236797
430,beykonak,36.3257,30.303,20.91,53,100,1.16,TR,1715236798
431,charters towers,-20.1,146.2667,25.81,46,100,4.71,AU,1715236799
432,ta`u,-14.2336,-169.5144,28.76,80,100,6.5,AS,1715236799
433,milazzo,38.2212,15.2383,18.31,94,100,1.79,IT,1715236800
434,manta,-0.95,-80.7333,24.88,88,100,2.06,EC,1715236801
435,aylmer,42.7668,-80.983,9.43,88,79,2.61,CA,1715236802
436,bac lieu,9.285,105.7244,32.72,58,100,8.22,VN,1715236803
437,yelizovo,53.1873,158.3805,11.08,30,75,11.0,RU,1715236804
438,novyy urgal,51.0736,132.5642,11.09,31,100,7.43,RU,1715236805
439,taltal,-25.4,-70.4833,15.92,77,100,1.39,CL,1715236805
440,inari,68.906,27.0288,1.11,83,80,1.83,FI,1715236806
441,angaur state,6.906,134.13,29.1,71,43,2.86,PW,1715236807
442,derbent,42.0678,48.2899,16.22,74,47,4.56,RU,1715236808
443,salalah,17.0151,54.0924,32.05,74,75,6.17,OM,1715236808
444,alo,7.4178,6.7371,28.1,73,90,2.28,NG,1715236809
445,pacific grove,36.6177,-121.9166,14.45,74,0,1.79,US,1715236810
446,wewak,-3.5534,143.6268,27.77,82,97,2.93,PG,1715236811
447,yanam,16.7333,82.2167,36.56,41,26,4.13,IN,1715236812
448,tura,25.5198,90.2201,32.31,34,97,1.36,IN,1715236812
449,bodo,67.28,14.405,7.02,67,75,7.2,NO,1715236813
450,bambous,-20.2567,57.4061,25.53,76,100,0.89,MU,1715236814
451,tippi,7.2,35.45,27.92,54,96,1.81,ET,1715236815
452,caibarien,22.5206,-79.4669,25.62,87,48,4.56,CU,1715236815
453,el ksour,35.8961,8.8849,10.29,83,99,7.16,TN,1715236816
454,da nang,16.0678,108.2208,33.99,52,20,5.14,VN,1715236817
455,aracataca,10.5918,-74.1898,25.08,94,100,1.33,CO,1715236818
456,ulsteinvik,62.3432,5.8487,11.66,88,100,5.81,NO,1715236819
457,tromso,69.6496,18.957,6.01,49,0,2.06,NO,1715236820
458,cuxhaven,53.8718,8.6909,12.11,87,75,1.54,DE,1715236820
459,hohhot,40.8106,111.6522,28.16,24,20,8.0,CN,1715236821
460,sovetskaya gavan',48.9723,140.2878,17.28,36,100,2.84,RU,1715236822
461,chateau-d'olonne,46.5038,-1.741,10.4,82,6,5.83,FR,1715236822
462,benguela,-12.5763,13.4055,28.04,65,82,1.61,AO,1715236823
463,kapit,2.0167,112.9333,33.12,60,17,0.95,MY,1715236824
464,las khorey,11.1595,48.1967,32.44,66,81,2.77,SO,1715236825
465,jurilovca,44.7667,28.8667,15.02,61,100,6.87,RO,1715236825
466,lingyuan,41.24,119.4011,26.55,24,99,7.98,CN,1715236826
467,inderbor,48.55,51.7833,12.51,33,0,5.99,KZ,1715236827
468,hulan ergi,47.2042,123.6333,23.98,12,100,3.33,CN,1715236829
469,almazan,41.4865,-2.5309,11.78,59,13,0.78,ES,1715236830
470,mendi,-6.1761,143.6513,15.41,98,100,0.08,PG,1715236831
471,yuzhno-sukhokumsk,44.6581,45.6436,15.8,31,100,1.22,RU,1715236831
472,wuyishan,28.0047,117.8114,25.09,59,100,1.1,CN,1715236832
473,tekeli,44.83,78.8239,26.58,18,5,4.5,KZ,1715236833
474,ludington,43.9553,-86.4526,12.12,88,0,2.06,US,1715236834
475,buka,40.8108,69.1986,32.73,25,100,3.43,UZ,1715236835
476,gebeit,21.0667,36.3167,30.55,10,2,4.67,SD,1715236836
477,novodvinsk,64.4165,40.8122,-2.14,59,100,7.71,RU,1715236837
478,ts'alenjikha,42.6044,42.0682,19.08,53,39,1.47,GE,1715236837
479,uttar char fasson,22.2332,90.7132,30.47,57,91,2.66,BD,1715236838
480,tamandare,-8.7597,-35.1047,25.43,86,42,1.31,BR,1715236839
481,launceston,-41.45,147.1667,17.8,72,100,5.14,AU,1715236840
482,reconquista,-29.15,-59.65,7.98,69,8,3.29,AR,1715236841
483,katsuura,35.1333,140.3,14.1,69,72,6.04,JP,1715236842
484,saint-sulpice-la-pointe,43.7742,1.6874,12.18,78,0,0.93,FR,1715236842
485,antofagasta,-23.65,-70.4,15.6,88,92,1.44,CL,1715236843
486,huanggang,23.677,116.9996,28.94,55,96,5.5,CN,1715236844
487,ulety,51.3572,112.4849,13.06,59,100,6.55,RU,1715236846
488,port washington,40.8257,-73.6982,21.78,60,75,3.6,US,1715236847
489,nouadhibou,20.931,-17.0347,17.99,94,75,4.63,MR,1715236847
490,egilsstadir,65.2653,-14.3948,0.95,75,0,2.06,IS,1715236848
491,barmer,25.75,71.3833,41.45,15,0,4.79,IN,1715236849
492,solleftea,63.1667,17.2667,3.92,68,100,2.5,SE,1715236850
493,tabou,4.423,-7.3528,27.37,84,90,1.18,CI,1715236851
494,aripuana,-9.1667,-60.6333,24.68,86,38,1.05,BR,1715236741
495,kavieng,-2.5744,150.7967,25.67,91,100,2.4,PG,1715236852
496,colonia,50.9333,6.95,13.57,92,19,0.89,DE,1715236853
497,sukumo,32.9333,132.7333,18.41,43,0,5.14,JP,1715236854
498,barrouallie,13.2333,-61.2667,25.02,80,99,4.53,VC,1715236855
499,susuman,62.7833,148.1667,2.21,68,66,0.45,RU,1715236856
500,fayzabad,37.1166,70.58,28.45,20,58,1.87,AF,1715236857
501,kargasok,59.0556,80.8572,13.31,38,100,4.92,RU,1715236858
502,jining,35.405,116.5814,30.81,18,0,6.87,CN,1715236859
503,kajuru,10.3192,7.6892,26.99,61,100,4.46,NG,1715236860
504,mount vernon,40.9126,-73.8371,21.05,60,75,3.6,US,1715236861
505,bayanhongor,46.7167,100.1167,13.41,28,100,4.23,MN,1715236861
506,mar del plata,-38.0023,-57.5575,8.94,73,0,6.69,AR,1715236862
507,khulna,22.8135,89.5672,32.81,50,95,4.99,BD,1715236863
508,sibay,52.7181,58.6658,8.45,86,1,6.71,RU,1715236864
509,kuqa,41.7278,82.9364,31.47,11,0,4.24,CN,1715236866
510,santo antonio do ica,-3.1022,-67.9397,23.93,98,98,1.16,BR,1715236866
511,paramonga,-10.6667,-77.8333,18.97,92,90,1.63,PE,1715236867
512,urazovo,50.0836,38.0395,7.06,35,11,4.75,RU,1715236868
513,yangambi,0.8102,24.4336,25.93,79,98,1.58,CD,1715236869
514,shache,38.4167,77.2406,32.72,9,5,1.47,CN,1715236870
515,kruisfontein,-34.0033,24.7314,15.49,69,0,2.24,ZA,1715236871
516,olyokminsk,60.3736,120.4264,4.97,55,100,3.31,RU,1715236871
517,guajara mirim,-10.7828,-65.3394,24.25,94,28,0.2,BR,1715236872
518,goundi,9.3627,17.366,32.83,38,45,2.49,TD,1715236873
519,mandal,25.45,74.5667,41.84,9,6,3.13,IN,1715236874
520,talcahuano,-36.7167,-73.1167,3.82,100,0,2.06,CL,1715236875
521,sao paulo de olivenca,-3.3783,-68.8725,24.05,98,100,0.2,BR,1715236876
522,zhigalovo,54.8097,105.1578,9.59,40,100,6.09,RU,1715236876
523,thunder bay,48.4001,-89.3168,7.99,61,0,6.17,CA,1715236877
524,el granada,37.5027,-122.4694,20.64,42,0,3.6,US,1715236878
525,timiryazevskoye,56.49,84.8769,19.49,32,100,1.06,RU,1715236879
526,hovd,48.0056,91.6419,17.96,25,5,1.17,MN,1715236880
527,gorzyce,50.6672,21.8401,13.37,68,17,0.89,PL,1715236881
528,teknaf,20.8624,92.3058,30.69,57,20,5.12,BD,1715236882
529,terenozek,45.05,64.9833,21.38,37,100,8.1,KZ,1715236883
530,constantia,44.1833,28.65,14.28,74,100,8.29,RO,1715236883
531,myanaung,18.2833,95.3167,41.09,23,0,4.34,MM,1715236884
532,montagu,-40.7667,144.9667,15.47,75,99,3.44,AU,1715236885
533,kuanda,56.3161,116.0806,14.69,27,87,0.42,RU,1715236886
534,bonab,37.3404,46.0561,14.25,58,20,2.06,IR,1715236887
535,luorong,24.4058,109.6086,24.31,82,100,2.13,CN,1715236888
536,cartagena,10.3997,-75.5144,27.79,89,40,1.54,CO,1715236888
537,faya-largeau,17.9257,19.1043,36.54,10,26,4.19,TD,1715236889
538,hillsboro,45.5229,-122.9898,13.67,64,0,3.09,US,1715236803
539,ust-tsilma,65.441,52.1498,-0.22,88,100,4.02,RU,1715236892
540,harstad,68.799,16.5293,5.66,82,100,10.73,NO,1715236893
541,mikhaylovka,50.06,43.2379,7.66,32,84,8.73,RU,1715236893
542,grand falls-windsor,48.9332,-55.6649,0.51,94,1,1.99,CA,1715236894
543,korla,41.7597,86.1469,29.64,13,0,6.03,CN,1715236895
544,aswan,24.0934,32.907,26.61,14,0,2.57,EG,1715236896
545,carutapera,-1.195,-46.02,24.53,93,35,1.51,BR,1715236897
546,verkhnevilyuysk,63.4453,120.3167,-0.12,62,100,4.23,RU,1715236898
547,vila franca do campo,37.7167,-25.4333,18.27,99,76,2.26,PT,1715236898
548,chake chake,-5.2459,39.7666,27.92,75,100,5.82,TZ,1715236899
549,kurchum,48.5722,83.6542,21.7,35,0,0.74,KZ,1715236900
550,khuzdar,27.7384,66.6434,32.97,17,0,4.87,PK,1715236901
551,lihue,21.9789,-159.3672,24.58,83,75,4.63,US,1715236896
552,mirnyy,62.5353,113.9611,1.8,59,100,4.47,RU,1715236903
553,chayan,43.0297,69.3772,32.07,24,72,4.64,KZ,1715236903
554,noumea,-22.2763,166.4572,24.44,99,93,6.68,NC,1715236626
555,ocean city,39.2776,-74.5746,21.1,78,100,1.34,US,1715236905
556,saurimo,-9.6608,20.3916,24.06,56,100,3.13,AO,1715236906
557,merizo village,13.2658,144.6691,31.31,88,23,6.11,GU,1715236907
558,kirklareli,41.7351,27.2252,15.75,78,100,7.07,TR,1715236907
559,al fuwayliq,26.4432,43.2534,27.45,16,6,6.58,SA,1715236908
560,lebedyan',53.0194,39.1664,4.6,49,13,6.4,RU,1715236974
561,turpan,42.9333,89.1667,33.78,15,0,6.34,CN,1715236975
562,saint-francois,46.4154,3.9054,10.79,100,100,1.03,FR,1715236975
563,laojunmiao,39.8333,97.7333,16.64,34,100,3.23,CN,1715236976
564,vavuniya,8.7514,80.4971,34.37,45,100,2.56,LK,1715236976
565,prince rupert,54.3161,-130.3201,10.05,81,75,7.72,CA,1715236919
566,uxbridge,42.0773,-71.6295,13.88,94,12,0.45,US,1715236978
567,shimada,34.8167,138.1833,17.74,63,75,5.14,JP,1715236979
568,half moon bay,37.4636,-122.4286,20.62,43,0,3.6,US,1715236980
569,isla cristina,37.2,-7.3167,17.99,57,96,3.66,ES,1715236980
570,nogliki,51.8333,143.1667,9.63,47,0,4.92,RU,1715236981
571,greenville,35.6127,-77.3663,20.63,90,0,2.06,US,1715236982
572,kidal,18.4411,1.4078,33.01,7,0,5.66,ML,1715236983
573,zahedan,29.4963,60.8629,31.95,20,20,2.06,IR,1715236984
574,carqueiranne,43.0953,6.073,19.72,69,0,1.54,FR,1715236985
575,starozhilovo,54.2254,39.916,0.64,59,100,7.54,RU,1715236986
576,rikaze,29.25,88.8833,13.92,24,55,2.77,CN,1715236987
577,yeraliyev,43.2,51.65,18.39,54,100,4.35,KZ,1715236988
578,north bend,43.4065,-124.2243,10.95,87,0,2.57,US,1715236988
579,yuzhno-kurilsk,44.0306,145.8556,2.99,95,100,3.64,RU,1715236989
580,caconda,-13.7333,15.0667,20.49,66,35,2.12,AO,1715236990
581,ishigaki,24.3448,124.1572,27.07,54,40,6.17,JP,1715236991
582,kerikeri,-35.2268,173.9474,13.28,73,98,1.34,NZ,1715236993
583,pangody,65.85,74.4859,-2.42,88,100,7.53,RU,1715236993
584,tharangambadi,11.0319,79.8528,34.14,54,43,6.6,IN,1715236994
585,salekhard,66.53,66.6019,-5.89,92,100,9.83,RU,1715236995
586,la'ie,21.6477,-157.9253,24.98,84,1,0.89,US,1715236997
587,juticalpa,14.65,-86.2,31.08,70,100,2.09,HN,1715236998
